CRS_ID,DEP_ID,CRS_NUM,CRS_CODE,CRS_NAME,CRS_DESC,CRS_GEAF,CRS_GEGH,CRS_DCOREL,CRS_UNITSTR,CRS_UNITS,CRS_PREREQ,CRS_COREQ,CRS_CROSS,CRS_NOTE,CRS_STARTTERM,CRS_ENDTERM
MUIN-498B,MUIN,498B,MUIN 498b,Final Capstone Project,Culmination of the four-year course of study. Affords students the opportunity to experience guided workto meet the professional demands of the industry. Graded CR/NC.,,,False,,1,MUIN 498a,,,{'prereq': ['Prerequisite:MUIN 498a']},,
MUIN-510,MUIN,510,MUIN 510,The Music Industry,"History, procedures, economics and evolving technologies involved with careers, rights and income connected with artists, songwriters, producers, labels, music publishing, performance rights and visual media.",,,False,,4,,,,{},,
MUIN-512,MUIN,512,MUIN 512,The Management of Live Performances,"Focus on the Artist, Promoter and Venue, and the roles they play in the Live Performance space, applying theory, technology, and practice.",,,False,,2,,,,{},,
MUIN-515,MUIN,515,MUIN 515,Live Touring Strategy,"Part of an emphasis track that focuses on advanced live touring strategies, methods and practices. Projects will apply theory and practice in a directed team oriented approach.",,,False,,2,,,,{},,
MUIN-522,MUIN,522,MUIN 522,"Music Marketing, Branding and Campaigns","An overview of music specific concepts and opportunities spanning various roles, tools, forms of music consumption, and campaign stages as it pertains to music marketing.",,,False,,3,,,,{},,
MUIN-530,MUIN,530,MUIN 530,Mentorship,"A semester bridge for students working on job preparation, career skills, and continued efforts before launching their final campaign projects and graduation portfolio.",,,False,,1,,,,{'alert': ['Note:8-Week course']},,
MUIN-540,MUIN,540,MUIN 540,Artist Management,Lecture and experiential learning focused on the role of an artists personal manager including executing various release campaigns and hindsight assessment to inform future endeavors.,,,False,,2,MUIN 520,,,{'prereq': ['Prerequisite:MUIN 520']},,
MUIN-541,MUIN,541,MUIN 541,Data Analytics,"The when, why and how data analysis tools are used to assist music professionals and better support marketing decisions, beyond the realm of intuition and aesthetic appeal.",,,False,,2,MUIN 522,,,{'prereq': ['Prerequisite:MUIN 522']},,
MUIN-542,MUIN,542,MUIN 542,Developing Copyright Laws and Business Models,"Study of advanced copyright law, conflicts and entrepreneurial opportunities to gain insight into what is evolving for the globalized digital music industry.",,,False,,3,MUIN 510,,,{'prereq': ['Prerequisite:MUIN 510']},,
MUIN-590,MUIN,590,MUIN 590,Directed Research,Research leading to the Master's Degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.,,,False,1.0-12.0 units,,,,,{},,
MUIN-598,MUIN,598,MUIN 598,Internship,"Students gain insight, experience and networking opportunities within the industry areas they wish to consider as a career.",,,False,"1.0-4.0 units, max 4",,MUIN 510,,,{'prereq': ['Prerequisite:MUIN 510']},,
MUIN-790,MUIN,790,MUIN 790,Research,Research leading to the doctorate. Maximum units which may be applied to the degree to be determinedd by the department. Graded CR/NC.,,,False,1.0-12.0 units,,,,,{},,
MUJZ-141A,MUJZ,141A,MUJZ 141a,Basic Keyboard Skills for the Improviser,"Reading skills related to jazz accompanying, including the ability to identify and play chords on the piano utilizing different voicings.",,,False,,2,,,,"{'alert': ['Note:For all courses in the Keyboard Lab (MUS 213), students are required to use their own headset, comprising headphones with an attached boom microphone. Headsets must have a 1/8 (3.5 mm) wired TRRS connector to work with the lab controller system. Compatible headsets can be found in the USC bookstore. Students can also purchase these online etc. Examples include the following models: Logitech H111, Logitech H151, Logitech G332 and YamahaHPH 250m.']}",,
MUJZ-150,MUJZ,150,MUJZ 150,Beginning Jazz Improvisation,"Development of beginning improvisational skills including underlying principles of theory, harmony, jazz ear training, and jazz style.",,,False,"2.0 units, max 4",,,,,{},,
MUJZ-153,MUJZ,153,MUJZ 153,Individual Instruction,Weekly individual instructio and performance forum. Open only to jazz studies majors.,,,False,"1.0-2.0 units, max 8",,,,,"{'restriction': ['Restriction:Registration open to the following major(s): Jazz Studies'], 'alert': ['Note:There will be Jazz activities on Monday nights, from 7:30pm-9:50pm, as directed by the department.']}",,
MUJZ-195,MUJZ,195,MUJZ 195,Jazz Elements I,"Study of compositional, improvisational, performance, and arranging elements found in jazz. Students will model influential groups and jazz artists.",,,False,"2.0 units, max 8",,,,,{},,
MUJZ-197A,MUJZ,197A,MUJZ 197a,Vocal Jazz Elements I,"Study of stylistic, musical, improvisational, rhythmic, historical, performance, and arranging elements found in the vocal jazz genre. Students will explore concepts through the study of influential jazz vocal artists as well as their own performances.",,,False,,2,,,,{},,
MUJZ-218A,MUJZ,218A,MUJZ 218a,Afro-Latin Percussion Instruments,"Instruction in the performance of percussion instruments associated with African, South American, and Caribbean music traditions, with special emphasis on adaptation to jazz music.",,,False,,2,,,,{},,
MUJZ-218B,MUJZ,218B,MUJZ 218b,Afro-Latin Percussion Instruments,"Instruction in the performance of percussion instruments associated with African, South American, and Caribbean music traditions, with special emphasis on adaptation to jazz music.",,,False,,2,MUJZ 218A,,,{'prereq': ['Prerequisite:MUJZ 218A']},,
MUJZ-253,MUJZ,253,MUJZ 253,Individual Instruction,Weekly individual instruction and performance forum. Open only to jazz studies majors.,,,False,"1.0-2.0 units, max 8",,,,,"{'restriction': ['Restriction:Registration open to the following major(s): Jazz Studies'], 'alert': ['Note:There will be Jazz activities on Monday nights, from 7:30pm-9:50pm, as directed by the department.']}",,
MUJZ-300,MUJZ,300,MUJZ 300x,Non-Major Individual Instruction,Intermediate and advanced instruction designed for non-music majors. Not available for credit to music majors.,,,False,"1.0-2.0 units, max 16",,,,,{'alert': ['Note:Final Deadline to request D-clearance: Friday of the first week of classes. Submit an individual instruction d-clearance request online here: music.usc.edu/students/individual-instruction-d-clearance-request-forms/. Thornton does not allow this course to be audited.']},,
MUJZ-301,MUJZ,301,MUJZ 301,Individual Instruction,"Intermediate and advanced instruction on secondary instrument for music majors, on principal instrument for music minors and B.S. music majors. Open only to music majors and minors.",,,False,"1.0-2.0 units, max 16",,,,,"{'restriction': ['Restriction:Registration open to the following major(s): Music, Jazz Studies, Music Industry, Music Recording, Composition, Composition (Film Scoring), Electroacoustic Media, Jazz Studies (Vocal), Music Education, Bassoon, Clarinet, Classical Guitar, Double Bass, Flute, French Horn, Harp, Harpsichord, Oboe, Organ, Percussion, Piano, Saxophone, Studio Guitar, Trombone, Trumpet, Tuba, Viola, Violin, Violoncello, Vocal Arts'], 'alert': ['Note:Final Deadline to request D-clearance: Friday of the first week of classes. Submit an individual instruction d-clearance request online here: music.usc.edu/students/individual-instruction-d-clearance-request-forms/. Thornton does not allow this course to be audited.']}",,
MUJZ-305A,MUJZ,305A,MUJZ 305a,Advanced Jazz Theory,"Analysis and transcription of jazz performances and scores, encompassing questions of style, form, harmonic and melodic language, and considerations of rhythm. Prerequisites: MUCO 133b.",,,False,,2,MUCO 133b,,,{'prereq': ['Prerequisite:MUCO 133b']},,
MUJZ-353,MUJZ,353,MUJZ 353,Individual Instruction,Weekly individual instruction and performance forum. Open only to jazz studies majors.,,,False,"1.0-2.0 units, max 8",,,,,"{'restriction': ['Restriction:Registration open to the following major(s): Jazz Studies'], 'alert': ['Note:There will be Jazz activities on Monday nights, from 7:30pm-9:50pm, as directed by the department.']}",,
MUJZ-395,MUJZ,395,MUJZ 395,Jazz Elements II,"Advanced study of compositional, improvisational, performance, conducting, and arranging elements found in the jazz repertory. Students will be encouraged to forge individual musical expressions.",,,False,"2.0 units, max 8",,(MUJZ 195 or MUJZ 197B),,,"{'prereq': ['Prerequisite:1 from (MUJZ 195orMUJZ 197B)'], 'restriction': ['Restriction:Registration open to the following class level(s): Junior, Senior']}",,
MUJZ-400,MUJZ,400,MUJZ 400,Arranging for Jazz Ensemble,Scoring for jazz ensemble with emphasis on writing for sections of like and mixed instruments as well as full ensemble.,,,False,,2,,,,{},,
MUJZ-443,MUJZ,443,MUJZ 443,Jazz Pedagogy,"Concepts, methods, and resources; examination and comparison of textbooks, recordings, tapes, and materials related to the study and teaching of jazz.",,,False,,2,,,,{},,
MUJZ-450,MUJZ,450,MUJZ 450,Intermediate Jazz Improvisation,"Development of intermediate improvisational skills including underlying principles of theory, harmony, jazz ear training, and jazz style. Recommended preparation: MUJZ 150.",,,False,"2.0 units, max 4",,,,,{},,
MUJZ-453,MUJZ,453,MUJZ 453,Individual Instruction,Weekly individual instruction and performance forum. Open only to jazz studies majors.,,,False,"1.0-2.0 units, max 8",,,,,"{'restriction': ['Restriction:Registration open to the following major(s): Jazz Studies'], 'alert': ['Note:There will be Jazz activities on Monday nights, from 7:30pm-9:50pm, as directed by the department.']}",,
MUJZ-490,MUJZ,490,MUJZ 490x,Directed Research,Individual research and readings. No available for graduate credit.,,,False,"1.0-8.0 units, max 12",,,,,"{'restriction': ['Restriction:Registration open to the following class level(s): Junior, Senior']}",,
MUJZ-501,MUJZ,501,MUJZ 501,Individual Instruction,Secondary instruction for graduate music majors or instruction for graduate non-music majors.,,,False,"1.0-2.0 units, max 8",,,,,{'alert': ['Note:Final Deadline to request D-clearance: Friday of the first week of classes. Submit an individual instruction d-clearance request online here: music.usc.edu/students/individual-instruction-d-clearance-request-forms/. Thornton does not allow this course to be audited.']},,
MUJZ-547,MUJZ,547,MUJZ 547,Jazz Composition,Application of theoretical and compositional techniques used in jazz to written music. Analysis and performance of historical and contemporary examples will be included.,,,False,"2.0 units, max 4",,,,,{},,
MUJZ-553,MUJZ,553,MUJZ 553,Individual Instruction,,,,False,"1.0-2.0 units, max 8",,,,,{},,
MUJZ-554,MUJZ,554,MUJZ 554,Graduate Certificate Performance,Individual instruction and related lab participation for Graduate Certificate students.,,,False,"4.0 units, max 16",,,,,{},,
MUJZ-590,MUJZ,590,MUJZ 590,Directed Research,Research leading to the Master's Degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.,,,False,1.0-12.0 units,,,,,{},,
MUJZ-653,MUJZ,653,MUJZ 653,Performance,Individual or master class instruction for D.M.A. Performance majors.,,,False,"1.0-2.0 units, max 12",,,,,{},,
MUJZ-790,MUJZ,790,MUJZ 790,Research,Research leading to the doctorate. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.,,,False,1.0-12.0 units,,,,,{},,
MPEM-301,MPEM,301,MPEM 301,Individual Instruction,"Intermediate and advanced instruction on secondary instrument for music majors, on principal instrument for music minors and B.A. music majors. Open only to music majors and minors.",,,False,"1.0-2.0 units, max 16",,,,,"{'restriction': ['Restriction:Registration open to the following major(s): Jazz Studies, Bassoon, Violoncello, Classical Guitar, Clarinet, Double Bass, French Horn, Flute, Harp, Oboe, Organ, Percussion, Piano, Performance (Popular Music), Studio Guitar, Saxophone, Trombone, Trumpet, Tuba, Vocal Arts, Viola, Violin, Choral Music, Composition, Music Industry, Music Production, Music'], 'alert': ['Note:Final Deadline to request D-clearance: Friday of the first week of classes. Submit an individual instruction d-clearance request online here: music.usc.edu/students/individual-instruction-d-clearance-request-forms/. Thornton does not allow this course to be audited.']}",,
MPEM-450,MPEM,450,MPEM 450,Collegium Workshop,"Study and rehearsal of music of the Middle Ages, Renaissance, and Baroque; technique, interpretation, improvisation, and ornamentation. Open to all students.",,,False,"1.0 units, max 8",,,,,{},,
MPEM-490,MPEM,490,MPEM 490x,Directed Research,Individual research and readings. Not available for graduate credit.,,,False,"1.0-8.0 units, max 12",,,,,"{'restriction': ['Restriction:Registration open to the following class level(s): Junior, Senior']}",,
MPEM-501,MPEM,501,MPEM 501,Individual Instruction,Secondary instruction for graduate music majors or instruction for graduate non-music majors.,,,False,"1.0-2.0 units, max 8",,,,,{'alert': ['Note:Final Deadline to request D-clearance: Friday of the first week of classes. Submit an individual instruction d-clearance request online here: music.usc.edu/students/individual-instruction-d-clearance-request-forms/. Thornton does not allow this course to be audited.']},,
MPEM-553,MPEM,553,MPEM 553,Individual Instruction,,,,False,"1.0-2.0 units, max 8",,,,,{},,
MPEM-554,MPEM,554,MPEM 554,Graduate Certificate Performance,Individual instruction and related lab participation for Graduate Certificate students.,,,False,"4.0 units, max 16",,,,,{},,
MPEM-590,MPEM,590,MPEM 590,Directed Research,Research leading to the Master's Degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.,,,False,1.0-12.0 units,,,,,{},,
MPEM-650,MPEM,650,MPEM 650,Collegium Directing,"Practical training in the direction of a Collegium Musicum, or other early music ensemble; program planning, repertory search and preparation, historical instrumentation and arranging, rehearsal procedure, improvisational techniques, and maintenance of instruments.",,,False,"2.0 units, max 4",,,,,{},,
